id,original,detected_language,confidence,translated_text
4044,viticultura 2,ca,100,viticulture 2
4045,gestió de la qualitat i la seguretat en la indústria vitivinícola,ca,100,Quality management and safety in the wine industry
4046,anàlisi química enològica 2,ca,100,chemical analysis enological 2
4047,normativa i legislació vitivinícola,ca,100,normative and wine legislation
4048,enginyeria enològica,ca,100,enological engineering
4049,anàlisi sensorial 1,ca,100,sensory analysis 1
4050,selecció i millora d’inòculs enològics,ca,100,selection and improvement of oenological inoculums
4051,tecnologia del servei de vins. harmonia de vins i menjar,ca,100,technology of the wine service. harmony of wines and food
4052,edafologia i climatologia vitícoles,ca,100,wine-making edaphology and climate
4053,aliments fermentats,ca,100,fermented foods
4054,fonaments de biologia,ca,100,biology fundamentals
4055,estadística,ca,100,statistics
4056,química 1,ca,100,chemistry 1
4057,begudes espirituoses,ca,100,Spirit drinks
4058,control de qualitat en l’elaboració de vins escumosos,ca,100,quality control in making sparkling wines
4059,creació de valor en el sector vitivinícola,ca,100,creation of value in the wine sector
4060,pràctiques externes,ca,100,external practices
4061,estudis en el marc d’acords de mobilitat,ca,100,studies in the framework of mobility agreements
4062,viticultura 1,ca,100,viticulture 1
4063,bioquímica,ca,100,biochemistry
4064,enologia general 1,ca,100,general enology 1
4065,anàlisi sensorial 3,ca,100,sensory analysis 3
4066,el vi com a aliment,ca,100,wine as food
4067,elaboració de vins escumosos,ca,100,making sparkling wines
4068,factors de qualitat en el cultiu de la vinya,ca,100,quality factors in vineyard cultivation
4069,anàlisi química enològica 1,ca,100,chemical analysis enological 1
4070,anàlisi sensorial 2,ca,100,sensory analysis 2
4071,patologia vitícola,ca,100,wine pathology
4072,química 2,ca,100,química 2
4073,gestió mediambiental de la indústria enològica,ca,100,environmental management of the oenological industry
4074,economia i màrqueting vitivinícola,ca,100,economy and wine marketing
4075,microbiologia general,ca,100,general microbiology
4076,"nous models de viticultura ecològics, biodinàmics i regeneratius",ca,100,"new models of ecological, biodynamic and regenerative viticulture"
4077,from terroir to the world: tools and strategies for the export of european quality wines,en,86,from terroir to the world: tools and strategies for the export of european quality wines
4078,begudes fermentades,ca,100,fermented drinks
4079,quimiometria pel control de begudes fermentades,ca,100,quimiometry for fermented beverage control
4080,malta i tecnologia del malt,ca,100,malt and malt technology
4081,preparació i presentació de projectes,ca,100,preparation and presentation of projects
4082,enologia general 1,ca,100,general enology 1
4083,macromolèculas del raïm i el vi,ca,100,macromoleculas of grape and wine
4084,nous reptes a la fermentació malolàctica,ca,100,new challenges to malolactic fermentation
4085,pràctiques externes,ca,100,external practices
4086,biotecnologia i control microbiològic del vi,ca,100,biotechnology and microbiological control of wine
4087,microbiologia de la cervesa,ca,100,Beer microbiology
4088,anàlisi sensorial de cervesa,ca,100,sensory analysis of beer
4089,enginyeria de procés en l’elaboració de begudes fermentades,ca,100,process engineering in making fermented beverages
4090,anàlisi sensorial 1,ca,100,sensory analysis 1
4091,el sector cerveser,ca,100,the brewing sector
4092,anàlisi enològica avançada i sensometria,ca,100,advanced oenological analysis and sensometry
4093,anàlisi sensorial 2,ca,100,sensory analysis 2
4094,avenços científics en llevats vínics,ca,100,scientific advances in poison yeasts
4095,últims avenços en elaboració de vinagres i destil.lats,ca,100,latest advances in making vinegars and distilleries
4096,altres microorganismes d’interès en enologia i viticultura,ca,100,other microorganisms of interest in oenology and viticulture
4097,tecnologia cervesera,ca,100,Brewery Technology
4098,seguretat alimentària,ca,100,food safety
4099,treball fi de màster,ca,100,Final Masterwork
4100,treball de fi de màster,ca,100,Final Masterwork
4101,comportament enoturístic,ca,100,enoturistic behavior
4102,comunicació enoturística i noves eines de màrqueting,ca,100,enoturistic communication and new marketing tools
4103,regions vitivinícoles de portugal,ca,100,portugal wine-growing regions
4104,producció de vins fortificats,ca,100,production of fortified wines
4105,patrimoni del vi i turisme a portugal,ca,100,patrimoni of wine and tourism in portugal
4106,treball de fi de màster,ca,100,Final Masterwork
4107,gestió d’esdeveniments enoturístics,ca,100,gestion of enoturistic events
4108,pràctiques acadèmiques externes en enologia,ca,100,external academic practices in oenology
4109,superfícies i nanoestructuració,ca,100,surfaces and nanostructured
4110,ciència i enginyeria de materials,ca,100,science and engineering of materials
4111,introducció a les tècniques de caracterizació,ca,100,introduction to characterization techniques
4112,nanocatàlisi,ca,100,nanocatalysis
4113,disseny de producte i procés,ca,100,product design and process
4114,nanofabricació i nanoprocessat,ca,100,nanofabrication and nanoprocessing
4115,treball de fi de màster,ca,100,Final Masterwork
4116,química macro i supramolecular,ca,100,macro and supramolecular chemistry
4117,nanobiotecnologia,ca,100,nanobiotechnology
4118,nanociència i nanotecnologia,ca,100,nanoscience and nanotechnology
4119,seminaris multidisciplinaris,ca,100,multidisciplinary semantics
4120,"elaboració, planificació i gestió de projectes de recerca i desenvolupament",ca,100,"development, planning and management of research and development projects"
4121,materials polimèrics nanoestructurats,ca,100,nanostructured polymeric materials
4122,expressió gràfica,ca,100,graphic expression
4123,enginyeria de polímers,ca,100,polymer engineering
4124,eines per emprendre,ca,100,tools to undertake
4125,ciència de materials,ca,100,science of materials
4126,resistència de materials,ca,100,resistence of materials
4127,seguretat industrial,ca,100,industrial security
4128,pràctiques externes,ca,100,external practices
4129,laboratori integrat de termodinàmica i cinètica químiques,ca,100,integrated laboratory of chemical thermodynamics and kinetics
4130,fenòmens de transport,ca,100,transport phenomena
4131,química 1,ca,100,chemistry 1
4132,control i instrumentació,ca,100,control and instrumentation
4133,disseny de recipients a pressió,ca,100,design of pressure vessels
4134,biotecnologia,ca,100,biotechnology
4135,treball de fi de grau,ca,100,end-of-degree work
4136,màquines i mecanismes,ca,100,machines and mechanisms
4137,fisicoquímica,ca,100,physicochemistry
4138,química 2,ca,100,química 2
4139,modelització de processos biotecnològics,ca,100,modeling of biotechnology processes
4140,termodinàmica tècnica,ca,100,technical thermodynamics
4141,economia i organització industrial,ca,100,economy and industrial organization
4142,anàlisi instrumental per a la indústria química,ca,100,instrumental analysis for the chemical industry
4143,disseny d’operacions de separació,ca,100,design of separation operations
4144,pràctiques externes,ca,100,external practices
4145,física,ca,100,physics
4146,electrònica,ca,100,electronics
4147,disseny d’equips i instal·lacions,ca,100,design of equipment and facilities
4148,química orgànica industrial,ca,100,industrial organic chemistry
4149,computació en enginyeria de processos,ca,100,computation in process engineering
4150,gestió de projectes,ca,100,Project management
4151,disseny d’operacions de bescanvi de calor,ca,100,design of heat exchange operations
4152,laboratori integrat d’operacions unitàries,ca,100,Integrated laboratory of unit operations
4153,"gènere, ciència i canvi social",ca,100,"gender, science and social change"
4154,oficina tècnica,ca,100,technical office
4155,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
4156,fonaments d’enginyeria de processos,ca,100,process engineering releases
4157,bioquímica aplicada,ca,100,Applied biochemistry
4158,electrotècnia,ca,100,electrotechnics
4159,matemàtiques 2,ca,100,mathematics 2
4160,sistemes i processos polimèrics,ca,100,systems and polymeric processes
4161,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
4162,simulació i anàlisi de processos químics,ca,100,simulation and analysis of chemical processes
4163,manteniment industrial,ca,100,industrial maintenance
4164,anglès tècnic,ca,100,technical English
4165,enginyeria fluïdomecànica,ca,100,fluid-mechanical engineering
4166,tecnologia del medi ambient,ca,100,environmental technology
4167,laboratori integrat de fenòmens de transport i mecànica de fluids,ca,100,Integrated laboratory of transport phenomena and fluid mechanics
4168,processos i productes químics,ca,100,processes and chemicals
4169,cinètica química i disseny de reactors,ca,100,chemical kinetics and reactor design
4170,matemàtiques 1,ca,100,mathematics 1
4171,matemàtiques 3,ca,100,mathematics 3
4172,pràctiques de lideratge d’equips,ca,100,team leadership practices
4173,termodinàmica,ca,100,termodynamics
4174,pràctiques externes,ca,100,external practices
4175,cf enginyeria tèrmica,ca,100,cf thermal engineering
4176,atmosfera i contaminació de l’aire,ca,100,atmosphere and air pollution
4177,gestió i valorització de residus,ca,100,waste management and valorization
4178,tractament avançat d’aigües,ca,100,advanced water treatment
4179,eines analítiques aplicades a l’enginyeria ambiental,ca,100,analytical tools applied to environmental engineering
4180,mecànica de fluids avançada,ca,100,mechanics of advanced fluids
4181,gestió del canvi i innovació organitzacional,ca,100,management of organizational change and innovation
4182,modelització de plantes depuradores,ca,100,modeling of waste plants
4183,cinètica i reactors,ca,100,kinetics and reactors
4184,eines de sostenibilitat,ca,100,sustainability tools
4185,gestió ambiental i energètica,ca,100,environmental and energy management
4186,direcció i gestió d’empreses,ca,100,direction and management of companies
4187,integració d’energies renovables,ca,100,integration of renewable energy
4188,operacions unitàries bàsiques,ca,100,basic unit operations
4189,normativa ambiental i energètica,ca,100,environmental and energy policy
4190,treball de fi de màster,ca,100,Final Masterwork
4191,lideratge industrial,ca,100,industrial leadership
4192,enginyeria tèrmica,ca,100,thermal engineering
